,unique_id,ds,y_hat
3,2021-05-04,2021-05-08,2471.0711985807648
4,2021-05-04,2021-05-09,2492.5832384891887
5,2021-05-04,2021-05-10,2394.8541982654706
6,2021-05-04,2021-05-11,2528.0
7,2021-05-04,2021-05-12,2515.629353908179
8,2021-05-04,2021-05-13,2301.5245202275646
9,2021-05-04,2021-05-14,2562.9705424256267
10,2021-05-04,2021-05-15,2471.0711985807648
11,2021-05-04,2021-05-16,2492.5832384891887
12,2021-05-04,2021-05-17,2394.8541982654706
13,2021-05-04,2021-05-18,2528.0
0,2021-05-05,2021-05-06,2732.0
1,2021-05-05,2021-05-07,2732.0
2,2021-05-05,2021-05-08,2732.0
3,2021-05-05,2021-05-09,2732.0
4,2021-05-05,2021-05-10,2732.0
5,2021-05-05,2021-05-11,2732.0
6,2021-05-05,2021-05-12,2732.0
7,2021-05-05,2021-05-13,2732.0
8,2021-05-05,2021-05-14,2732.0
9,2021-05-05,2021-05-15,2732.0
10,2021-05-05,2021-05-16,2732.0
11,2021-05-05,2021-05-17,2732.0
12,2021-05-05,2021-05-18,2732.0
13,2021-05-05,2021-05-19,2732.0
0,2021-05-06,2021-05-07,2742.0
1,2021-05-06,2021-05-08,2742.0
2,2021-05-06,2021-05-09,2742.0
3,2021-05-06,2021-05-10,2742.0
4,2021-05-06,2021-05-11,2742.0
5,2021-05-06,2021-05-12,2742.0
6,2021-05-06,2021-05-13,2742.0
7,2021-05-06,2021-05-14,2742.0
8,2021-05-06,2021-05-15,2742.0
9,2021-05-06,2021-05-16,2742.0
10,2021-05-06,2021-05-17,2742.0
11,2021-05-06,2021-05-18,2742.0
12,2021-05-06,2021-05-19,2742.0
13,2021-05-06,2021-05-20,2742.0
0,2021-05-07,2021-05-08,2519.0
1,2021-05-07,2021-05-09,2519.0
2,2021-05-07,2021-05-10,2519.0
3,2021-05-07,2021-05-11,2519.0
4,2021-05-07,2021-05-12,2519.0
5,2021-05-07,2021-05-13,2519.0
6,2021-05-07,2021-05-14,2519.0
7,2021-05-07,2021-05-15,2519.0
8,2021-05-07,2021-05-16,2519.0
9,2021-05-07,2021-05-17,2519.0
10,2021-05-07,2021-05-18,2519.0
11,2021-05-07,2021-05-19,2519.0
12,2021-05-07,2021-05-20,2519.0
13,2021-05-07,2021-05-21,2519.0
0,2021-05-08,2021-05-09,2625.0
1,2021-05-08,2021-05-10,2625.0
2,2021-05-08,2021-05-11,2625.0
3,2021-05-08,2021-05-12,2625.0
4,2021-05-08,2021-05-13,2625.0
5,2021-05-08,2021-05-14,2625.0
6,2021-05-08,2021-05-15,2625.0
7,2021-05-08,2021-05-16,2625.0
8,2021-05-08,2021-05-17,2625.0
9,2021-05-08,2021-05-18,2625.0
10,2021-05-08,2021-05-19,2625.0
11,2021-05-08,2021-05-20,2625.0
12,2021-05-08,2021-05-21,2625.0
13,2021-05-08,2021-05-22,2625.0
0,2021-05-09,2021-05-10,2477.0
1,2021-05-09,2021-05-11,2477.0
2,2021-05-09,2021-05-12,2477.0
3,2021-05-09,2021-05-13,2477.0
4,2021-05-09,2021-05-14,2477.0
5,2021-05-09,2021-05-15,2477.0
6,2021-05-09,2021-05-16,2477.0
7,2021-05-09,2021-05-17,2477.0
8,2021-05-09,2021-05-18,2477.0
9,2021-05-09,2021-05-19,2477.0
10,2021-05-09,2021-05-20,2477.0
11,2021-05-09,2021-05-21,2477.0
12,2021-05-09,2021-05-22,2477.0
13,2021-05-09,2021-05-23,2477.0
0,2021-05-10,2021-05-11,2205.0
1,2021-05-10,2021-05-12,2205.0
2,2021-05-10,2021-05-13,2205.0
3,2021-05-10,2021-05-14,2205.0
4,2021-05-10,2021-05-15,2205.0
5,2021-05-10,2021-05-16,2205.0
6,2021-05-10,2021-05-17,2205.0
7,2021-05-10,2021-05-18,2205.0
8,2021-05-10,2021-05-19,2205.0
9,2021-05-10,2021-05-20,2205.0
10,2021-05-10,2021-05-21,2205.0
11,2021-05-10,2021-05-22,2205.0
12,2021-05-10,2021-05-23,2205.0
13,2021-05-10,2021-05-24,2205.0
0,2021-05-11,2021-05-12,2551.0
1,2021-05-11,2021-05-13,2551.0
2,2021-05-11,2021-05-14,2551.0
3,2021-05-11,2021-05-15,2551.0
4,2021-05-11,2021-05-16,2551.0
5,2021-05-11,2021-05-17,2551.0
6,2021-05-11,2021-05-18,2551.0
7,2021-05-11,2021-05-19,2551.0
8,2021-05-11,2021-05-20,2551.0
9,2021-05-11,2021-05-21,2551.0
10,2021-05-11,2021-05-22,2551.0
11,2021-05-11,2021-05-23,2551.0
12,2021-05-11,2021-05-24,2551.0
13,2021-05-11,2021-05-25,2551.0
0,2021-05-12,2021-05-13,2069.0
1,2021-05-12,2021-05-14,2069.0
2,2021-05-12,2021-05-15,2069.0
3,2021-05-12,2021-05-16,2069.0
4,2021-05-12,2021-05-17,2069.0
5,2021-05-12,2021-05-18,2069.0
6,2021-05-12,2021-05-19,2069.0
7,2021-05-12,2021-05-20,2069.0
8,2021-05-12,2021-05-21,2069.0
9,2021-05-12,2021-05-22,2069.0
10,2021-05-12,2021-05-23,2069.0
11,2021-05-12,2021-05-24,2069.0
12,2021-05-12,2021-05-25,2069.0
13,2021-05-12,2021-05-26,2069.0
0,2021-05-13,2021-05-14,2408.3270386560216
1,2021-05-13,2021-05-15,2399.221660138557
2,2021-05-13,2021-05-16,2393.295446953592
3,2021-05-13,2021-05-17,2400.420776563716
4,2021-05-13,2021-05-18,2358.1906362417076
5,2021-05-13,2021-05-19,2409.435810104276
6,2021-05-13,2021-05-20,2414.0
7,2021-05-13,2021-05-21,2408.3270386560216
8,2021-05-13,2021-05-22,2399.221660138557
9,2021-05-13,2021-05-23,2393.295446953592
10,2021-05-13,2021-05-24,2400.420776563716
11,2021-05-13,2021-05-25,2358.1906362417076
12,2021-05-13,2021-05-26,2409.435810104276
13,2021-05-13,2021-05-27,2414.0
0,2021-05-14,2021-05-15,2714.0
1,2021-05-14,2021-05-16,2714.0
2,2021-05-14,2021-05-17,2714.0
3,2021-05-14,2021-05-18,2714.0
4,2021-05-14,2021-05-19,2714.0
5,2021-05-14,2021-05-20,2714.0
6,2021-05-14,2021-05-21,2714.0
7,2021-05-14,2021-05-22,2714.0
8,2021-05-14,2021-05-23,2714.0
9,2021-05-14,2021-05-24,2714.0
10,2021-05-14,2021-05-25,2714.0
11,2021-05-14,2021-05-26,2714.0
12,2021-05-14,2021-05-27,2714.0
13,2021-05-14,2021-05-28,2714.0
0,2021-05-15,2021-05-16,2675.0
1,2021-05-15,2021-05-17,2675.0
2,2021-05-15,2021-05-18,2675.0
3,2021-05-15,2021-05-19,2675.0
4,2021-05-15,2021-05-20,2675.0
5,2021-05-15,2021-05-21,2675.0
6,2021-05-15,2021-05-22,2675.0
7,2021-05-15,2021-05-23,2675.0
8,2021-05-15,2021-05-24,2675.0
9,2021-05-15,2021-05-25,2675.0
10,2021-05-15,2021-05-26,2675.0
11,2021-05-15,2021-05-27,2675.0
12,2021-05-15,2021-05-28,2675.0
13,2021-05-15,2021-05-29,2675.0
0,2021-05-16,2021-05-17,1923.0
1,2021-05-16,2021-05-18,1923.0
2,2021-05-16,2021-05-19,1923.0
3,2021-05-16,2021-05-20,1923.0
4,2021-05-16,2021-05-21,1923.0
5,2021-05-16,2021-05-22,1923.0
6,2021-05-16,2021-05-23,1923.0
7,2021-05-16,2021-05-24,1923.0
8,2021-05-16,2021-05-25,1923.0
9,2021-05-16,2021-05-26,1923.0
10,2021-05-16,2021-05-27,1923.0
11,2021-05-16,2021-05-28,1923.0
12,2021-05-16,2021-05-29,1923.0
13,2021-05-16,2021-05-30,1923.0
0,2021-05-17,2021-05-18,0.0
1,2021-05-17,2021-05-19,0.0
2,2021-05-17,2021-05-20,0.0
3,2021-05-17,2021-05-21,0.0
4,2021-05-17,2021-05-22,0.0
5,2021-05-17,2021-05-23,0.0
6,2021-05-17,2021-05-24,0.0
7,2021-05-17,2021-05-25,0.0
8,2021-05-17,2021-05-26,0.0
9,2021-05-17,2021-05-27,0.0
10,2021-05-17,2021-05-28,0.0
11,2021-05-17,2021-05-29,0.0
12,2021-05-17,2021-05-30,0.0
13,2021-05-17,2021-05-31,0.0
0,2021-05-18,2021-05-19,0.0
1,2021-05-18,2021-05-20,0.0
2,2021-05-18,2021-05-21,0.0
3,2021-05-18,2021-05-22,0.0
4,2021-05-18,2021-05-23,0.0
5,2021-05-18,2021-05-24,0.0
6,2021-05-18,2021-05-25,0.0
7,2021-05-18,2021-05-26,0.0
8,2021-05-18,2021-05-27,0.0
9,2021-05-18,2021-05-28,0.0
10,2021-05-18,2021-05-29,0.0
11,2021-05-18,2021-05-30,0.0
12,2021-05-18,2021-05-31,0.0
13,2021-05-18,2021-06-01,0.0
0,2021-05-19,2021-05-20,0.0
1,2021-05-19,2021-05-21,0.0
2,2021-05-19,2021-05-22,0.0
3,2021-05-19,2021-05-23,0.0
4,2021-05-19,2021-05-24,0.0
5,2021-05-19,2021-05-25,0.0
6,2021-05-19,2021-05-26,0.0
7,2021-05-19,2021-05-27,0.0
8,2021-05-19,2021-05-28,0.0
9,2021-05-19,2021-05-29,0.0
10,2021-05-19,2021-05-30,0.0
11,2021-05-19,2021-05-31,0.0
12,2021-05-19,2021-06-01,0.0
13,2021-05-19,2021-06-02,0.0
0,2021-05-20,2021-05-21,0.0
1,2021-05-20,2021-05-22,0.0
2,2021-05-20,2021-05-23,0.0
3,2021-05-20,2021-05-24,0.0
4,2021-05-20,2021-05-25,0.0
5,2021-05-20,2021-05-26,0.0
6,2021-05-20,2021-05-27,0.0
7,2021-05-20,2021-05-28,0.0
8,2021-05-20,2021-05-29,0.0
9,2021-05-20,2021-05-30,0.0
10,2021-05-20,2021-05-31,0.0
11,2021-05-20,2021-06-01,0.0
12,2021-05-20,2021-06-02,0.0
13,2021-05-20,2021-06-03,0.0
0,2021-05-21,2021-05-22,0.0
1,2021-05-21,2021-05-23,0.0
2,2021-05-21,2021-05-24,0.0
3,2021-05-21,2021-05-25,0.0
4,2021-05-21,2021-05-26,0.0
5,2021-05-21,2021-05-27,0.0
6,2021-05-21,2021-05-28,0.0
7,2021-05-21,2021-05-29,0.0
8,2021-05-21,2021-05-30,0.0
9,2021-05-21,2021-05-31,0.0
10,2021-05-21,2021-06-01,0.0
11,2021-05-21,2021-06-02,0.0
12,2021-05-21,2021-06-03,0.0
13,2021-05-21,2021-06-04,0.0
0,2021-05-22,2021-05-23,1935.0
1,2021-05-22,2021-05-24,1935.0
2,2021-05-22,2021-05-25,1935.0
3,2021-05-22,2021-05-26,1935.0
4,2021-05-22,2021-05-27,1935.0
5,2021-05-22,2021-05-28,1935.0
6,2021-05-22,2021-05-29,1935.0
7,2021-05-22,2021-05-30,1935.0
8,2021-05-22,2021-05-31,1935.0
9,2021-05-22,2021-06-01,1935.0
10,2021-05-22,2021-06-02,1935.0
11,2021-05-22,2021-06-03,1935.0
12,2021-05-22,2021-06-04,1935.0
13,2021-05-22,2021-06-05,1935.0
0,2021-05-23,2021-05-24,1806.0
1,2021-05-23,2021-05-25,1806.0
2,2021-05-23,2021-05-26,1806.0
3,2021-05-23,2021-05-27,1806.0
4,2021-05-23,2021-05-28,1806.0
5,2021-05-23,2021-05-29,1806.0
6,2021-05-23,2021-05-30,1806.0
7,2021-05-23,2021-05-31,1806.0
8,2021-05-23,2021-06-01,1806.0
9,2021-05-23,2021-06-02,1806.0
10,2021-05-23,2021-06-03,1806.0
11,2021-05-23,2021-06-04,1806.0
12,2021-05-23,2021-06-05,1806.0
13,2021-05-23,2021-06-06,1806.0
0,2021-05-24,2021-05-25,1918.0
1,2021-05-24,2021-05-26,1918.0
2,2021-05-24,2021-05-27,1918.0
3,2021-05-24,2021-05-28,1918.0
4,2021-05-24,2021-05-29,1918.0
5,2021-05-24,2021-05-30,1918.0
6,2021-05-24,2021-05-31,1918.0
7,2021-05-24,2021-06-01,1918.0
8,2021-05-24,2021-06-02,1918.0
9,2021-05-24,2021-06-03,1918.0
10,2021-05-24,2021-06-04,1918.0
11,2021-05-24,2021-06-05,1918.0
12,2021-05-24,2021-06-06,1918.0
13,2021-05-24,2021-06-07,1918.0
0,2021-05-25,2021-05-26,1718.0
1,2021-05-25,2021-05-27,1718.0
2,2021-05-25,2021-05-28,1718.0
3,2021-05-25,2021-05-29,1718.0
4,2021-05-25,2021-05-30,1718.0
5,2021-05-25,2021-05-31,1718.0
6,2021-05-25,2021-06-01,1718.0
7,2021-05-25,2021-06-02,1718.0
8,2021-05-25,2021-06-03,1718.0
9,2021-05-25,2021-06-04,1718.0
10,2021-05-25,2021-06-05,1718.0
11,2021-05-25,2021-06-06,1718.0
12,2021-05-25,2021-06-07,1718.0
13,2021-05-25,2021-06-08,1718.0
0,2021-05-26,2021-05-27,2158.0
1,2021-05-26,2021-05-28,2158.0
2,2021-05-26,2021-05-29,2158.0
3,2021-05-26,2021-05-30,2158.0
4,2021-05-26,2021-05-31,2158.0
5,2021-05-26,2021-06-01,2158.0
6,2021-05-26,2021-06-02,2158.0
7,2021-05-26,2021-06-03,2158.0
8,2021-05-26,2021-06-04,2158.0
9,2021-05-26,2021-06-05,2158.0
10,2021-05-26,2021-06-06,2158.0
11,2021-05-26,2021-06-07,2158.0
12,2021-05-26,2021-06-08,2158.0
13,2021-05-26,2021-06-09,2158.0
0,2021-05-27,2021-05-28,2589.0
1,2021-05-27,2021-05-29,2589.0
2,2021-05-27,2021-05-30,2589.0
3,2021-05-27,2021-05-31,2589.0
4,2021-05-27,2021-06-01,2589.0
5,2021-05-27,2021-06-02,2589.0
6,2021-05-27,2021-06-03,2589.0
7,2021-05-27,2021-06-04,2589.0
8,2021-05-27,2021-06-05,2589.0
9,2021-05-27,2021-06-06,2589.0
10,2021-05-27,2021-06-07,2589.0
11,2021-05-27,2021-06-08,2589.0
12,2021-05-27,2021-06-09,2589.0
13,2021-05-27,2021-06-10,2589.0
0,2021-05-28,2021-05-29,2641.0
1,2021-05-28,2021-05-30,2641.0
2,2021-05-28,2021-05-31,2641.0
3,2021-05-28,2021-06-01,2641.0
4,2021-05-28,2021-06-02,2641.0
5,2021-05-28,2021-06-03,2641.0
6,2021-05-28,2021-06-04,2641.0
7,2021-05-28,2021-06-05,2641.0
8,2021-05-28,2021-06-06,2641.0
9,2021-05-28,2021-06-07,2641.0
10,2021-05-28,2021-06-08,2641.0
11,2021-05-28,2021-06-09,2641.0
12,2021-05-28,2021-06-10,2641.0
13,2021-05-28,2021-06-11,2641.0
0,2021-05-29,2021-05-30,679.0
1,2021-05-29,2021-05-31,679.0
2,2021-05-29,2021-06-01,679.0
3,2021-05-29,2021-06-02,679.0
4,2021-05-29,2021-06-03,679.0
5,2021-05-29,2021-06-04,679.0
6,2021-05-29,2021-06-05,679.0
7,2021-05-29,2021-06-06,679.0
8,2021-05-29,2021-06-07,679.0
9,2021-05-29,2021-06-08,679.0
10,2021-05-29,2021-06-09,679.0
11,2021-05-29,2021-06-10,679.0
12,2021-05-29,2021-06-11,679.0
13,2021-05-29,2021-06-12,679.0
0,2021-05-30,2021-05-31,2740.0
1,2021-05-30,2021-06-01,2740.0
2,2021-05-30,2021-06-02,2740.0
3,2021-05-30,2021-06-03,2740.0
4,2021-05-30,2021-06-04,2740.0
5,2021-05-30,2021-06-05,2740.0
6,2021-05-30,2021-06-06,2740.0
7,2021-05-30,2021-06-07,2740.0
8,2021-05-30,2021-06-08,2740.0
9,2021-05-30,2021-06-09,2740.0
10,2021-05-30,2021-06-10,2740.0
11,2021-05-30,2021-06-11,2740.0
12,2021-05-30,2021-06-12,2740.0
13,2021-05-30,2021-06-13,2740.0
0,2021-05-31,2021-06-01,2646.0
1,2021-05-31,2021-06-02,2646.0
2,2021-05-31,2021-06-03,2646.0
3,2021-05-31,2021-06-04,2646.0
4,2021-05-31,2021-06-05,2646.0
5,2021-05-31,2021-06-06,2646.0
6,2021-05-31,2021-06-07,2646.0
7,2021-05-31,2021-06-08,2646.0
8,2021-05-31,2021-06-09,2646.0
9,2021-05-31,2021-06-10,2646.0
10,2021-05-31,2021-06-11,2646.0
11,2021-05-31,2021-06-12,2646.0
12,2021-05-31,2021-06-13,2646.0
13,2021-05-31,2021-06-14,2646.0
0,2021-06-01,2021-06-02,2604.0
1,2021-06-01,2021-06-03,2604.0
2,2021-06-01,2021-06-04,2604.0
3,2021-06-01,2021-06-05,2604.0
4,2021-06-01,2021-06-06,2604.0
5,2021-06-01,2021-06-07,2604.0
6,2021-06-01,2021-06-08,2604.0
7,2021-06-01,2021-06-09,2604.0
8,2021-06-01,2021-06-10,2604.0
9,2021-06-01,2021-06-11,2604.0
10,2021-06-01,2021-06-12,2604.0
11,2021-06-01,2021-06-13,2604.0
12,2021-06-01,2021-06-14,2604.0
13,2021-06-01,2021-06-15,2604.0
0,2021-06-02,2021-06-03,2341.0
1,2021-06-02,2021-06-04,2341.0
2,2021-06-02,2021-06-05,2341.0
3,2021-06-02,2021-06-06,2341.0
4,2021-06-02,2021-06-07,2341.0
5,2021-06-02,2021-06-08,2341.0
6,2021-06-02,2021-06-09,2341.0
7,2021-06-02,2021-06-10,2341.0
8,2021-06-02,2021-06-11,2341.0
9,2021-06-02,2021-06-12,2341.0
10,2021-06-02,2021-06-13,2341.0
11,2021-06-02,2021-06-14,2341.0
12,2021-06-02,2021-06-15,2341.0
13,2021-06-02,2021-06-16,2341.0
0,2021-06-03,2021-06-04,2705.0
1,2021-06-03,2021-06-05,2705.0
2,2021-06-03,2021-06-06,2705.0
3,2021-06-03,2021-06-07,2705.0
4,2021-06-03,2021-06-08,2705.0
5,2021-06-03,2021-06-09,2705.0
6,2021-06-03,2021-06-10,2705.0
7,2021-06-03,2021-06-11,2705.0
8,2021-06-03,2021-06-12,2705.0
9,2021-06-03,2021-06-13,2705.0
10,2021-06-03,2021-06-14,2705.0
11,2021-06-03,2021-06-15,2705.0
12,2021-06-03,2021-06-16,2705.0
13,2021-06-03,2021-06-17,2705.0
0,2021-06-04,2021-06-05,2151.0
1,2021-06-04,2021-06-06,2151.0
2,2021-06-04,2021-06-07,2151.0
3,2021-06-04,2021-06-08,2151.0
4,2021-06-04,2021-06-09,2151.0
5,2021-06-04,2021-06-10,2151.0
6,2021-06-04,2021-06-11,2151.0
7,2021-06-04,2021-06-12,2151.0
8,2021-06-04,2021-06-13,2151.0
9,2021-06-04,2021-06-14,2151.0
10,2021-06-04,2021-06-15,2151.0
11,2021-06-04,2021-06-16,2151.0
12,2021-06-04,2021-06-17,2151.0
13,2021-06-04,2021-06-18,2151.0
0,2021-06-05,2021-06-06,1995.2437767630886
1,2021-06-05,2021-06-07,2095.7619739180022
2,2021-06-05,2021-06-08,2124.095359485331
3,2021-06-05,2021-06-09,2092.8504708924143
4,2021-06-05,2021-06-10,2105.0207666215547
5,2021-06-05,2021-06-11,2007.9895837523816
6,2021-06-05,2021-06-12,2072.0
7,2021-06-05,2021-06-13,1995.2437767630886
8,2021-06-05,2021-06-14,2095.7619739180022
9,2021-06-05,2021-06-15,2124.095359485331
10,2021-06-05,2021-06-16,2092.8504708924143
11,2021-06-05,2021-06-17,2105.0207666215547
12,2021-06-05,2021-06-18,2007.9895837523816
13,2021-06-05,2021-06-19,2072.0
0,2021-06-06,2021-06-07,1955.0
1,2021-06-06,2021-06-08,1955.0
2,2021-06-06,2021-06-09,1955.0
3,2021-06-06,2021-06-10,1955.0
4,2021-06-06,2021-06-11,1955.0
5,2021-06-06,2021-06-12,1955.0
6,2021-06-06,2021-06-13,1955.0
7,2021-06-06,2021-06-14,1955.0
8,2021-06-06,2021-06-15,1955.0
9,2021-06-06,2021-06-16,1955.0
10,2021-06-06,2021-06-17,1955.0
11,2021-06-06,2021-06-18,1955.0
12,2021-06-06,2021-06-19,1955.0
13,2021-06-06,2021-06-20,1955.0
0,2021-06-07,2021-06-08,1982.0
1,2021-06-07,2021-06-09,1982.0
2,2021-06-07,2021-06-10,1982.0
3,2021-06-07,2021-06-11,1982.0
4,2021-06-07,2021-06-12,1982.0
5,2021-06-07,2021-06-13,1982.0
6,2021-06-07,2021-06-14,1982.0
7,2021-06-07,2021-06-15,1982.0
8,2021-06-07,2021-06-16,1982.0
9,2021-06-07,2021-06-17,1982.0
10,2021-06-07,2021-06-18,1982.0
11,2021-06-07,2021-06-19,1982.0
12,2021-06-07,2021-06-20,1982.0
13,2021-06-07,2021-06-21,1982.0
0,2021-06-08,2021-06-09,2011.0
1,2021-06-08,2021-06-10,2011.0
2,2021-06-08,2021-06-11,2011.0
3,2021-06-08,2021-06-12,2011.0
4,2021-06-08,2021-06-13,2011.0
5,2021-06-08,2021-06-14,2011.0
6,2021-06-08,2021-06-15,2011.0
7,2021-06-08,2021-06-16,2011.0
8,2021-06-08,2021-06-17,2011.0
9,2021-06-08,2021-06-18,2011.0
10,2021-06-08,2021-06-19,2011.0
11,2021-06-08,2021-06-20,2011.0
12,2021-06-08,2021-06-21,2011.0
13,2021-06-08,2021-06-22,2011.0
0,2021-06-09,2021-06-10,1646.0
1,2021-06-09,2021-06-11,1646.0
2,2021-06-09,2021-06-12,1646.0
3,2021-06-09,2021-06-13,1646.0
4,2021-06-09,2021-06-14,1646.0
5,2021-06-09,2021-06-15,1646.0
6,2021-06-09,2021-06-16,1646.0
7,2021-06-09,2021-06-17,1646.0
8,2021-06-09,2021-06-18,1646.0
9,2021-06-09,2021-06-19,1646.0
10,2021-06-09,2021-06-20,1646.0
11,2021-06-09,2021-06-21,1646.0
12,2021-06-09,2021-06-22,1646.0
13,2021-06-09,2021-06-23,1646.0
0,2021-06-10,2021-06-11,1892.8797765688848
1,2021-06-10,2021-06-12,1981.5307085911595
2,2021-06-10,2021-06-13,2091.4569639353203
3,2021-06-10,2021-06-14,2027.1091187099921
4,2021-06-10,2021-06-15,1936.3149248827172
5,2021-06-10,2021-06-16,1898.961293647643
6,2021-06-10,2021-06-17,1998.0000000000002
7,2021-06-10,2021-06-18,1892.8797765688848
8,2021-06-10,2021-06-19,1981.5307085911595
9,2021-06-10,2021-06-20,2091.4569639353203
10,2021-06-10,2021-06-21,2027.1091187099921
11,2021-06-10,2021-06-22,1936.3149248827172
12,2021-06-10,2021-06-23,1898.961293647643
13,2021-06-10,2021-06-24,1998.0000000000002
0,2021-06-11,2021-06-12,1654.0
1,2021-06-11,2021-06-13,1654.0
2,2021-06-11,2021-06-14,1654.0
3,2021-06-11,2021-06-15,1654.0
4,2021-06-11,2021-06-16,1654.0
5,2021-06-11,2021-06-17,1654.0
6,2021-06-11,2021-06-18,1654.0
7,2021-06-11,2021-06-19,1654.0
8,2021-06-11,2021-06-20,1654.0
9,2021-06-11,2021-06-21,1654.0
10,2021-06-11,2021-06-22,1654.0
11,2021-06-11,2021-06-23,1654.0
12,2021-06-11,2021-06-24,1654.0
13,2021-06-11,2021-06-25,1654.0
0,2021-06-12,2021-06-13,1623.0
1,2021-06-12,2021-06-14,1623.0
2,2021-06-12,2021-06-15,1623.0
3,2021-06-12,2021-06-16,1623.0
4,2021-06-12,2021-06-17,1623.0
5,2021-06-12,2021-06-18,1623.0
6,2021-06-12,2021-06-19,1623.0
7,2021-06-12,2021-06-20,1623.0
8,2021-06-12,2021-06-21,1623.0
9,2021-06-12,2021-06-22,1623.0
10,2021-06-12,2021-06-23,1623.0
11,2021-06-12,2021-06-24,1623.0
12,2021-06-12,2021-06-25,1623.0
13,2021-06-12,2021-06-26,1623.0
0,2021-06-13,2021-06-14,1654.0
1,2021-06-13,2021-06-15,1654.0
2,2021-06-13,2021-06-16,1654.0
3,2021-06-13,2021-06-17,1654.0
4,2021-06-13,2021-06-18,1654.0
5,2021-06-13,2021-06-19,1654.0
6,2021-06-13,2021-06-20,1654.0
7,2021-06-13,2021-06-21,1654.0
8,2021-06-13,2021-06-22,1654.0
9,2021-06-13,2021-06-23,1654.0
10,2021-06-13,2021-06-24,1654.0
11,2021-06-13,2021-06-25,1654.0
12,2021-06-13,2021-06-26,1654.0
13,2021-06-13,2021-06-27,1654.0
0,2021-06-14,2021-06-15,1295.0
1,2021-06-14,2021-06-16,1295.0
2,2021-06-14,2021-06-17,1295.0
3,2021-06-14,2021-06-18,1295.0
4,2021-06-14,2021-06-19,1295.0
5,2021-06-14,2021-06-20,1295.0
6,2021-06-14,2021-06-21,1295.0
7,2021-06-14,2021-06-22,1295.0
8,2021-06-14,2021-06-23,1295.0
9,2021-06-14,2021-06-24,1295.0
10,2021-06-14,2021-06-25,1295.0
11,2021-06-14,2021-06-26,1295.0
12,2021-06-14,2021-06-27,1295.0
13,2021-06-14,2021-06-28,1295.0
0,2021-06-15,2021-06-16,1661.0
1,2021-06-15,2021-06-17,1661.0
2,2021-06-15,2021-06-18,1661.0
3,2021-06-15,2021-06-19,1661.0
4,2021-06-15,2021-06-20,1661.0
5,2021-06-15,2021-06-21,1661.0
6,2021-06-15,2021-06-22,1661.0
7,2021-06-15,2021-06-23,1661.0
8,2021-06-15,2021-06-24,1661.0
9,2021-06-15,2021-06-25,1661.0
10,2021-06-15,2021-06-26,1661.0
11,2021-06-15,2021-06-27,1661.0
12,2021-06-15,2021-06-28,1661.0
13,2021-06-15,2021-06-29,1661.0
0,2021-06-16,2021-06-17,1532.0
1,2021-06-16,2021-06-18,1532.0
2,2021-06-16,2021-06-19,1532.0
3,2021-06-16,2021-06-20,1532.0
4,2021-06-16,2021-06-21,1532.0
5,2021-06-16,2021-06-22,1532.0
6,2021-06-16,2021-06-23,1532.0
7,2021-06-16,2021-06-24,1532.0
8,2021-06-16,2021-06-25,1532.0
9,2021-06-16,2021-06-26,1532.0
10,2021-06-16,2021-06-27,1532.0
11,2021-06-16,2021-06-28,1532.0
12,2021-06-16,2021-06-29,1532.0
13,2021-06-16,2021-06-30,1532.0
0,2021-06-17,2021-06-18,1162.0
1,2021-06-17,2021-06-19,1162.0
2,2021-06-17,2021-06-20,1162.0
3,2021-06-17,2021-06-21,1162.0
4,2021-06-17,2021-06-22,1162.0
5,2021-06-17,2021-06-23,1162.0
6,2021-06-17,2021-06-24,1162.0
7,2021-06-17,2021-06-25,1162.0
8,2021-06-17,2021-06-26,1162.0
9,2021-06-17,2021-06-27,1162.0
10,2021-06-17,2021-06-28,1162.0
11,2021-06-17,2021-06-29,1162.0
12,2021-06-17,2021-06-30,1162.0
13,2021-06-17,2021-07-01,1162.0
0,2021-06-18,2021-06-19,1442.0
1,2021-06-18,2021-06-20,1442.0
2,2021-06-18,2021-06-21,1442.0
3,2021-06-18,2021-06-22,1442.0
4,2021-06-18,2021-06-23,1442.0
5,2021-06-18,2021-06-24,1442.0
6,2021-06-18,2021-06-25,1442.0
7,2021-06-18,2021-06-26,1442.0
8,2021-06-18,2021-06-27,1442.0
9,2021-06-18,2021-06-28,1442.0
10,2021-06-18,2021-06-29,1442.0
11,2021-06-18,2021-06-30,1442.0
12,2021-06-18,2021-07-01,1442.0
13,2021-06-18,2021-07-02,1442.0
0,2021-06-19,2021-06-20,1476.0
1,2021-06-19,2021-06-21,1476.0
2,2021-06-19,2021-06-22,1476.0
3,2021-06-19,2021-06-23,1476.0
4,2021-06-19,2021-06-24,1476.0
5,2021-06-19,2021-06-25,1476.0
6,2021-06-19,2021-06-26,1476.0
7,2021-06-19,2021-06-27,1476.0
8,2021-06-19,2021-06-28,1476.0
9,2021-06-19,2021-06-29,1476.0
10,2021-06-19,2021-06-30,1476.0
11,2021-06-19,2021-07-01,1476.0
12,2021-06-19,2021-07-02,1476.0
13,2021-06-19,2021-07-03,1476.0
0,2021-06-20,2021-06-21,1192.0
1,2021-06-20,2021-06-22,1192.0
2,2021-06-20,2021-06-23,1192.0
3,2021-06-20,2021-06-24,1192.0
4,2021-06-20,2021-06-25,1192.0
5,2021-06-20,2021-06-26,1192.0
