,unique_id,ds,y_hat
3,2020-08-24,2020-08-28,597.0
4,2020-08-24,2020-08-29,597.0
5,2020-08-24,2020-08-30,597.0
6,2020-08-24,2020-08-31,597.0
7,2020-08-24,2020-09-01,597.0
8,2020-08-24,2020-09-02,597.0
9,2020-08-24,2020-09-03,597.0
10,2020-08-24,2020-09-04,597.0
11,2020-08-24,2020-09-05,597.0
12,2020-08-24,2020-09-06,597.0
13,2020-08-24,2020-09-07,597.0
0,2020-08-25,2020-08-26,1550.0
1,2020-08-25,2020-08-27,1550.0
2,2020-08-25,2020-08-28,1550.0
3,2020-08-25,2020-08-29,1550.0
4,2020-08-25,2020-08-30,1550.0
5,2020-08-25,2020-08-31,1550.0
6,2020-08-25,2020-09-01,1550.0
7,2020-08-25,2020-09-02,1550.0
8,2020-08-25,2020-09-03,1550.0
9,2020-08-25,2020-09-04,1550.0
10,2020-08-25,2020-09-05,1550.0
11,2020-08-25,2020-09-06,1550.0
12,2020-08-25,2020-09-07,1550.0
13,2020-08-25,2020-09-08,1550.0
0,2020-08-26,2020-08-27,572.0
1,2020-08-26,2020-08-28,572.0
2,2020-08-26,2020-08-29,572.0
3,2020-08-26,2020-08-30,572.0
4,2020-08-26,2020-08-31,572.0
5,2020-08-26,2020-09-01,572.0
6,2020-08-26,2020-09-02,572.0
7,2020-08-26,2020-09-03,572.0
8,2020-08-26,2020-09-04,572.0
9,2020-08-26,2020-09-05,572.0
10,2020-08-26,2020-09-06,572.0
11,2020-08-26,2020-09-07,572.0
12,2020-08-26,2020-09-08,572.0
13,2020-08-26,2020-09-09,572.0
0,2020-08-27,2020-08-28,504.0
1,2020-08-27,2020-08-29,504.0
2,2020-08-27,2020-08-30,504.0
3,2020-08-27,2020-08-31,504.0
4,2020-08-27,2020-09-01,504.0
5,2020-08-27,2020-09-02,504.0
6,2020-08-27,2020-09-03,504.0
7,2020-08-27,2020-09-04,504.0
8,2020-08-27,2020-09-05,504.0
9,2020-08-27,2020-09-06,504.0
10,2020-08-27,2020-09-07,504.0
11,2020-08-27,2020-09-08,504.0
12,2020-08-27,2020-09-09,504.0
13,2020-08-27,2020-09-10,504.0
0,2020-08-28,2020-08-29,385.0
1,2020-08-28,2020-08-30,385.0
2,2020-08-28,2020-08-31,385.0
3,2020-08-28,2020-09-01,385.0
4,2020-08-28,2020-09-02,385.0
5,2020-08-28,2020-09-03,385.0
6,2020-08-28,2020-09-04,385.0
7,2020-08-28,2020-09-05,385.0
8,2020-08-28,2020-09-06,385.0
9,2020-08-28,2020-09-07,385.0
10,2020-08-28,2020-09-08,385.0
11,2020-08-28,2020-09-09,385.0
12,2020-08-28,2020-09-10,385.0
13,2020-08-28,2020-09-11,385.0
0,2020-08-29,2020-08-30,580.0
1,2020-08-29,2020-08-31,580.0
2,2020-08-29,2020-09-01,580.0
3,2020-08-29,2020-09-02,580.0
4,2020-08-29,2020-09-03,580.0
5,2020-08-29,2020-09-04,580.0
6,2020-08-29,2020-09-05,580.0
7,2020-08-29,2020-09-06,580.0
8,2020-08-29,2020-09-07,580.0
9,2020-08-29,2020-09-08,580.0
10,2020-08-29,2020-09-09,580.0
11,2020-08-29,2020-09-10,580.0
12,2020-08-29,2020-09-11,580.0
13,2020-08-29,2020-09-12,580.0
0,2020-08-30,2020-08-31,584.0
1,2020-08-30,2020-09-01,584.0
2,2020-08-30,2020-09-02,584.0
3,2020-08-30,2020-09-03,584.0
4,2020-08-30,2020-09-04,584.0
5,2020-08-30,2020-09-05,584.0
6,2020-08-30,2020-09-06,584.0
7,2020-08-30,2020-09-07,584.0
8,2020-08-30,2020-09-08,584.0
9,2020-08-30,2020-09-09,584.0
10,2020-08-30,2020-09-10,584.0
11,2020-08-30,2020-09-11,584.0
12,2020-08-30,2020-09-12,584.0
13,2020-08-30,2020-09-13,584.0
0,2020-08-31,2020-09-01,687.0
1,2020-08-31,2020-09-02,687.0
2,2020-08-31,2020-09-03,687.0
3,2020-08-31,2020-09-04,687.0
4,2020-08-31,2020-09-05,687.0
5,2020-08-31,2020-09-06,687.0
6,2020-08-31,2020-09-07,687.0
7,2020-08-31,2020-09-08,687.0
8,2020-08-31,2020-09-09,687.0
9,2020-08-31,2020-09-10,687.0
10,2020-08-31,2020-09-11,687.0
11,2020-08-31,2020-09-12,687.0
12,2020-08-31,2020-09-13,687.0
13,2020-08-31,2020-09-14,687.0
0,2020-09-01,2020-09-02,607.0
1,2020-09-01,2020-09-03,607.0
2,2020-09-01,2020-09-04,607.0
3,2020-09-01,2020-09-05,607.0
4,2020-09-01,2020-09-06,607.0
5,2020-09-01,2020-09-07,607.0
6,2020-09-01,2020-09-08,607.0
7,2020-09-01,2020-09-09,607.0
8,2020-09-01,2020-09-10,607.0
9,2020-09-01,2020-09-11,607.0
10,2020-09-01,2020-09-12,607.0
11,2020-09-01,2020-09-13,607.0
12,2020-09-01,2020-09-14,607.0
13,2020-09-01,2020-09-15,607.0
0,2020-09-02,2020-09-03,1844.0
1,2020-09-02,2020-09-04,1844.0
2,2020-09-02,2020-09-05,1844.0
3,2020-09-02,2020-09-06,1844.0
4,2020-09-02,2020-09-07,1844.0
5,2020-09-02,2020-09-08,1844.0
6,2020-09-02,2020-09-09,1844.0
7,2020-09-02,2020-09-10,1844.0
8,2020-09-02,2020-09-11,1844.0
9,2020-09-02,2020-09-12,1844.0
10,2020-09-02,2020-09-13,1844.0
11,2020-09-02,2020-09-14,1844.0
12,2020-09-02,2020-09-15,1844.0
13,2020-09-02,2020-09-16,1844.0
0,2020-09-03,2020-09-04,1331.0
1,2020-09-03,2020-09-05,1331.0
2,2020-09-03,2020-09-06,1331.0
3,2020-09-03,2020-09-07,1331.0
4,2020-09-03,2020-09-08,1331.0
5,2020-09-03,2020-09-09,1331.0
6,2020-09-03,2020-09-10,1331.0
7,2020-09-03,2020-09-11,1331.0
8,2020-09-03,2020-09-12,1331.0
9,2020-09-03,2020-09-13,1331.0
10,2020-09-03,2020-09-14,1331.0
11,2020-09-03,2020-09-15,1331.0
12,2020-09-03,2020-09-16,1331.0
13,2020-09-03,2020-09-17,1331.0
0,2020-09-04,2020-09-05,628.0
1,2020-09-04,2020-09-06,628.0
2,2020-09-04,2020-09-07,628.0
3,2020-09-04,2020-09-08,628.0
4,2020-09-04,2020-09-09,628.0
5,2020-09-04,2020-09-10,628.0
6,2020-09-04,2020-09-11,628.0
7,2020-09-04,2020-09-12,628.0
8,2020-09-04,2020-09-13,628.0
9,2020-09-04,2020-09-14,628.0
10,2020-09-04,2020-09-15,628.0
11,2020-09-04,2020-09-16,628.0
12,2020-09-04,2020-09-17,628.0
13,2020-09-04,2020-09-18,628.0
0,2020-09-05,2020-09-06,514.0
1,2020-09-05,2020-09-07,514.0
2,2020-09-05,2020-09-08,514.0
3,2020-09-05,2020-09-09,514.0
4,2020-09-05,2020-09-10,514.0
5,2020-09-05,2020-09-11,514.0
6,2020-09-05,2020-09-12,514.0
7,2020-09-05,2020-09-13,514.0
8,2020-09-05,2020-09-14,514.0
9,2020-09-05,2020-09-15,514.0
10,2020-09-05,2020-09-16,514.0
11,2020-09-05,2020-09-17,514.0
12,2020-09-05,2020-09-18,514.0
13,2020-09-05,2020-09-19,514.0
0,2020-09-06,2020-09-07,724.2662337559341
1,2020-09-06,2020-09-08,720.3834419938524
2,2020-09-06,2020-09-09,745.1205723280244
3,2020-09-06,2020-09-10,733.702776792616
4,2020-09-06,2020-09-11,604.516524096522
5,2020-09-06,2020-09-12,744.2969476697862
6,2020-09-06,2020-09-13,682.0
7,2020-09-06,2020-09-14,724.2662337559341
8,2020-09-06,2020-09-15,720.3834419938524
9,2020-09-06,2020-09-16,745.1205723280244
10,2020-09-06,2020-09-17,733.702776792616
11,2020-09-06,2020-09-18,604.516524096522
12,2020-09-06,2020-09-19,744.2969476697862
13,2020-09-06,2020-09-20,682.0
0,2020-09-07,2020-09-08,1696.0
1,2020-09-07,2020-09-09,1696.0
2,2020-09-07,2020-09-10,1696.0
3,2020-09-07,2020-09-11,1696.0
4,2020-09-07,2020-09-12,1696.0
5,2020-09-07,2020-09-13,1696.0
6,2020-09-07,2020-09-14,1696.0
7,2020-09-07,2020-09-15,1696.0
8,2020-09-07,2020-09-16,1696.0
9,2020-09-07,2020-09-17,1696.0
10,2020-09-07,2020-09-18,1696.0
11,2020-09-07,2020-09-19,1696.0
12,2020-09-07,2020-09-20,1696.0
13,2020-09-07,2020-09-21,1696.0
0,2020-09-08,2020-09-09,2183.0
1,2020-09-08,2020-09-10,2183.0
2,2020-09-08,2020-09-11,2183.0
3,2020-09-08,2020-09-12,2183.0
4,2020-09-08,2020-09-13,2183.0
5,2020-09-08,2020-09-14,2183.0
6,2020-09-08,2020-09-15,2183.0
7,2020-09-08,2020-09-16,2183.0
8,2020-09-08,2020-09-17,2183.0
9,2020-09-08,2020-09-18,2183.0
10,2020-09-08,2020-09-19,2183.0
11,2020-09-08,2020-09-20,2183.0
12,2020-09-08,2020-09-21,2183.0
13,2020-09-08,2020-09-22,2183.0
0,2020-09-09,2020-09-10,1301.0
1,2020-09-09,2020-09-11,1301.0
2,2020-09-09,2020-09-12,1301.0
3,2020-09-09,2020-09-13,1301.0
4,2020-09-09,2020-09-14,1301.0
5,2020-09-09,2020-09-15,1301.0
6,2020-09-09,2020-09-16,1301.0
7,2020-09-09,2020-09-17,1301.0
8,2020-09-09,2020-09-18,1301.0
9,2020-09-09,2020-09-19,1301.0
10,2020-09-09,2020-09-20,1301.0
11,2020-09-09,2020-09-21,1301.0
12,2020-09-09,2020-09-22,1301.0
13,2020-09-09,2020-09-23,1301.0
0,2020-09-10,2020-09-11,1264.0
1,2020-09-10,2020-09-12,1264.0
2,2020-09-10,2020-09-13,1264.0
3,2020-09-10,2020-09-14,1264.0
4,2020-09-10,2020-09-15,1264.0
5,2020-09-10,2020-09-16,1264.0
6,2020-09-10,2020-09-17,1264.0
7,2020-09-10,2020-09-18,1264.0
8,2020-09-10,2020-09-19,1264.0
9,2020-09-10,2020-09-20,1264.0
10,2020-09-10,2020-09-21,1264.0
11,2020-09-10,2020-09-22,1264.0
12,2020-09-10,2020-09-23,1264.0
13,2020-09-10,2020-09-24,1264.0
0,2020-09-11,2020-09-12,663.0
1,2020-09-11,2020-09-13,663.0
2,2020-09-11,2020-09-14,663.0
3,2020-09-11,2020-09-15,663.0
4,2020-09-11,2020-09-16,663.0
5,2020-09-11,2020-09-17,663.0
6,2020-09-11,2020-09-18,663.0
7,2020-09-11,2020-09-19,663.0
8,2020-09-11,2020-09-20,663.0
9,2020-09-11,2020-09-21,663.0
10,2020-09-11,2020-09-22,663.0
11,2020-09-11,2020-09-23,663.0
12,2020-09-11,2020-09-24,663.0
13,2020-09-11,2020-09-25,663.0
0,2020-09-12,2020-09-13,383.0
1,2020-09-12,2020-09-14,383.0
2,2020-09-12,2020-09-15,383.0
3,2020-09-12,2020-09-16,383.0
4,2020-09-12,2020-09-17,383.0
5,2020-09-12,2020-09-18,383.0
6,2020-09-12,2020-09-19,383.0
7,2020-09-12,2020-09-20,383.0
8,2020-09-12,2020-09-21,383.0
9,2020-09-12,2020-09-22,383.0
10,2020-09-12,2020-09-23,383.0
11,2020-09-12,2020-09-24,383.0
12,2020-09-12,2020-09-25,383.0
13,2020-09-12,2020-09-26,383.0
0,2020-09-13,2020-09-14,379.0
1,2020-09-13,2020-09-15,379.0
2,2020-09-13,2020-09-16,379.0
3,2020-09-13,2020-09-17,379.0
4,2020-09-13,2020-09-18,379.0
5,2020-09-13,2020-09-19,379.0
6,2020-09-13,2020-09-20,379.0
7,2020-09-13,2020-09-21,379.0
8,2020-09-13,2020-09-22,379.0
9,2020-09-13,2020-09-23,379.0
10,2020-09-13,2020-09-24,379.0
11,2020-09-13,2020-09-25,379.0
12,2020-09-13,2020-09-26,379.0
13,2020-09-13,2020-09-27,379.0
0,2020-09-14,2020-09-15,571.0
1,2020-09-14,2020-09-16,571.0
2,2020-09-14,2020-09-17,571.0
3,2020-09-14,2020-09-18,571.0
4,2020-09-14,2020-09-19,571.0
5,2020-09-14,2020-09-20,571.0
6,2020-09-14,2020-09-21,571.0
7,2020-09-14,2020-09-22,571.0
8,2020-09-14,2020-09-23,571.0
9,2020-09-14,2020-09-24,571.0
10,2020-09-14,2020-09-25,571.0
11,2020-09-14,2020-09-26,571.0
12,2020-09-14,2020-09-27,571.0
13,2020-09-14,2020-09-28,571.0
0,2020-09-15,2020-09-16,451.0
1,2020-09-15,2020-09-17,451.0
2,2020-09-15,2020-09-18,451.0
3,2020-09-15,2020-09-19,451.0
4,2020-09-15,2020-09-20,451.0
5,2020-09-15,2020-09-21,451.0
6,2020-09-15,2020-09-22,451.0
7,2020-09-15,2020-09-23,451.0
8,2020-09-15,2020-09-24,451.0
9,2020-09-15,2020-09-25,451.0
10,2020-09-15,2020-09-26,451.0
11,2020-09-15,2020-09-27,451.0
12,2020-09-15,2020-09-28,451.0
13,2020-09-15,2020-09-29,451.0
0,2020-09-16,2020-09-17,1764.0
1,2020-09-16,2020-09-18,1764.0
2,2020-09-16,2020-09-19,1764.0
3,2020-09-16,2020-09-20,1764.0
4,2020-09-16,2020-09-21,1764.0
5,2020-09-16,2020-09-22,1764.0
6,2020-09-16,2020-09-23,1764.0
7,2020-09-16,2020-09-24,1764.0
8,2020-09-16,2020-09-25,1764.0
9,2020-09-16,2020-09-26,1764.0
10,2020-09-16,2020-09-27,1764.0
11,2020-09-16,2020-09-28,1764.0
12,2020-09-16,2020-09-29,1764.0
13,2020-09-16,2020-09-30,1764.0
0,2020-09-17,2020-09-18,669.0
1,2020-09-17,2020-09-19,669.0
2,2020-09-17,2020-09-20,669.0
3,2020-09-17,2020-09-21,669.0
4,2020-09-17,2020-09-22,669.0
5,2020-09-17,2020-09-23,669.0
6,2020-09-17,2020-09-24,669.0
7,2020-09-17,2020-09-25,669.0
8,2020-09-17,2020-09-26,669.0
9,2020-09-17,2020-09-27,669.0
10,2020-09-17,2020-09-28,669.0
11,2020-09-17,2020-09-29,669.0
12,2020-09-17,2020-09-30,669.0
13,2020-09-17,2020-10-01,669.0
0,2020-09-18,2020-09-19,574.0
1,2020-09-18,2020-09-20,574.0
2,2020-09-18,2020-09-21,574.0
3,2020-09-18,2020-09-22,574.0
4,2020-09-18,2020-09-23,574.0
5,2020-09-18,2020-09-24,574.0
6,2020-09-18,2020-09-25,574.0
7,2020-09-18,2020-09-26,574.0
8,2020-09-18,2020-09-27,574.0
9,2020-09-18,2020-09-28,574.0
10,2020-09-18,2020-09-29,574.0
11,2020-09-18,2020-09-30,574.0
12,2020-09-18,2020-10-01,574.0
13,2020-09-18,2020-10-02,574.0
0,2020-09-19,2020-09-20,1266.0
1,2020-09-19,2020-09-21,1266.0
2,2020-09-19,2020-09-22,1266.0
3,2020-09-19,2020-09-23,1266.0
4,2020-09-19,2020-09-24,1266.0
5,2020-09-19,2020-09-25,1266.0
6,2020-09-19,2020-09-26,1266.0
7,2020-09-19,2020-09-27,1266.0
8,2020-09-19,2020-09-28,1266.0
9,2020-09-19,2020-09-29,1266.0
10,2020-09-19,2020-09-30,1266.0
11,2020-09-19,2020-10-01,1266.0
12,2020-09-19,2020-10-02,1266.0
13,2020-09-19,2020-10-03,1266.0
0,2020-09-20,2020-09-21,665.0
1,2020-09-20,2020-09-22,665.0
2,2020-09-20,2020-09-23,665.0
3,2020-09-20,2020-09-24,665.0
4,2020-09-20,2020-09-25,665.0
5,2020-09-20,2020-09-26,665.0
6,2020-09-20,2020-09-27,665.0
7,2020-09-20,2020-09-28,665.0
8,2020-09-20,2020-09-29,665.0
9,2020-09-20,2020-09-30,665.0
10,2020-09-20,2020-10-01,665.0
11,2020-09-20,2020-10-02,665.0
12,2020-09-20,2020-10-03,665.0
13,2020-09-20,2020-10-04,665.0
0,2020-09-21,2020-09-22,666.0
1,2020-09-21,2020-09-23,666.0
2,2020-09-21,2020-09-24,666.0
3,2020-09-21,2020-09-25,666.0
4,2020-09-21,2020-09-26,666.0
5,2020-09-21,2020-09-27,666.0
6,2020-09-21,2020-09-28,666.0
7,2020-09-21,2020-09-29,666.0
8,2020-09-21,2020-09-30,666.0
9,2020-09-21,2020-10-01,666.0
10,2020-09-21,2020-10-02,666.0
11,2020-09-21,2020-10-03,666.0
12,2020-09-21,2020-10-04,666.0
13,2020-09-21,2020-10-05,666.0
0,2020-09-22,2020-09-23,644.0
1,2020-09-22,2020-09-24,644.0
2,2020-09-22,2020-09-25,644.0
3,2020-09-22,2020-09-26,644.0
4,2020-09-22,2020-09-27,644.0
5,2020-09-22,2020-09-28,644.0
6,2020-09-22,2020-09-29,644.0
7,2020-09-22,2020-09-30,644.0
8,2020-09-22,2020-10-01,644.0
9,2020-09-22,2020-10-02,644.0
10,2020-09-22,2020-10-03,644.0
11,2020-09-22,2020-10-04,644.0
12,2020-09-22,2020-10-05,644.0
13,2020-09-22,2020-10-06,644.0
0,2020-09-23,2020-09-24,630.2510663444065
1,2020-09-23,2020-09-25,578.9958148396655
2,2020-09-23,2020-09-26,527.8453657665918
3,2020-09-23,2020-09-27,500.0708862280832
4,2020-09-23,2020-09-28,442.1714599122876
5,2020-09-23,2020-09-29,556.0288064696953
6,2020-09-23,2020-09-30,666.0
7,2020-09-23,2020-10-01,630.2510663444065
8,2020-09-23,2020-10-02,578.9958148396655
9,2020-09-23,2020-10-03,527.8453657665918
10,2020-09-23,2020-10-04,500.0708862280832
11,2020-09-23,2020-10-05,442.1714599122876
12,2020-09-23,2020-10-06,556.0288064696953
13,2020-09-23,2020-10-07,666.0
0,2020-09-24,2020-09-25,567.0
1,2020-09-24,2020-09-26,567.0
2,2020-09-24,2020-09-27,567.0
3,2020-09-24,2020-09-28,567.0
4,2020-09-24,2020-09-29,567.0
5,2020-09-24,2020-09-30,567.0
6,2020-09-24,2020-10-01,567.0
7,2020-09-24,2020-10-02,567.0
8,2020-09-24,2020-10-03,567.0
9,2020-09-24,2020-10-04,567.0
10,2020-09-24,2020-10-05,567.0
11,2020-09-24,2020-10-06,567.0
12,2020-09-24,2020-10-07,567.0
13,2020-09-24,2020-10-08,567.0
0,2020-09-25,2020-09-26,517.0
1,2020-09-25,2020-09-27,517.0
2,2020-09-25,2020-09-28,517.0
3,2020-09-25,2020-09-29,517.0
4,2020-09-25,2020-09-30,517.0
5,2020-09-25,2020-10-01,517.0
6,2020-09-25,2020-10-02,517.0
7,2020-09-25,2020-10-03,517.0
8,2020-09-25,2020-10-04,517.0
9,2020-09-25,2020-10-05,517.0
10,2020-09-25,2020-10-06,517.0
11,2020-09-25,2020-10-07,517.0
12,2020-09-25,2020-10-08,517.0
13,2020-09-25,2020-10-09,517.0
0,2020-09-26,2020-09-27,1461.8301173069262
1,2020-09-26,2020-09-28,1372.3696135002237
2,2020-09-26,2020-09-29,1254.6170133322887
3,2020-09-26,2020-09-30,1513.1877779979152
4,2020-09-26,2020-10-01,1368.8608423352716
5,2020-09-26,2020-10-02,1340.145246995876
6,2020-09-26,2020-10-03,1264.0
7,2020-09-26,2020-10-04,1461.8301173069262
8,2020-09-26,2020-10-05,1372.3696135002237
9,2020-09-26,2020-10-06,1254.6170133322887
10,2020-09-26,2020-10-07,1513.1877779979152
11,2020-09-26,2020-10-08,1368.8608423352716
12,2020-09-26,2020-10-09,1340.145246995876
13,2020-09-26,2020-10-10,1264.0
0,2020-09-27,2020-09-28,1546.0
1,2020-09-27,2020-09-29,1546.0
2,2020-09-27,2020-09-30,1546.0
3,2020-09-27,2020-10-01,1546.0
4,2020-09-27,2020-10-02,1546.0
5,2020-09-27,2020-10-03,1546.0
6,2020-09-27,2020-10-04,1546.0
7,2020-09-27,2020-10-05,1546.0
8,2020-09-27,2020-10-06,1546.0
9,2020-09-27,2020-10-07,1546.0
10,2020-09-27,2020-10-08,1546.0
11,2020-09-27,2020-10-09,1546.0
12,2020-09-27,2020-10-10,1546.0
13,2020-09-27,2020-10-11,1546.0
0,2020-09-28,2020-09-29,1210.0
1,2020-09-28,2020-09-30,1210.0
2,2020-09-28,2020-10-01,1210.0
3,2020-09-28,2020-10-02,1210.0
4,2020-09-28,2020-10-03,1210.0
5,2020-09-28,2020-10-04,1210.0
6,2020-09-28,2020-10-05,1210.0
7,2020-09-28,2020-10-06,1210.0
8,2020-09-28,2020-10-07,1210.0
9,2020-09-28,2020-10-08,1210.0
10,2020-09-28,2020-10-09,1210.0
11,2020-09-28,2020-10-10,1210.0
12,2020-09-28,2020-10-11,1210.0
13,2020-09-28,2020-10-12,1210.0
0,2020-09-29,2020-09-30,1376.3880420312912
1,2020-09-29,2020-10-01,1608.1638376331007
2,2020-09-29,2020-10-02,1150.3032560143656
3,2020-09-29,2020-10-03,1214.062325157779
4,2020-09-29,2020-10-04,1370.741889489874
5,2020-09-29,2020-10-05,1575.8439299137485
6,2020-09-29,2020-10-06,1396.0
7,2020-09-29,2020-10-07,1376.3880420312912
8,2020-09-29,2020-10-08,1608.1638376331007
9,2020-09-29,2020-10-09,1150.3032560143656
10,2020-09-29,2020-10-10,1214.062325157779
11,2020-09-29,2020-10-11,1370.741889489874
12,2020-09-29,2020-10-12,1575.8439299137485
13,2020-09-29,2020-10-13,1396.0
0,2020-09-30,2020-10-01,1648.0
1,2020-09-30,2020-10-02,1648.0
2,2020-09-30,2020-10-03,1648.0
3,2020-09-30,2020-10-04,1648.0
4,2020-09-30,2020-10-05,1648.0
5,2020-09-30,2020-10-06,1648.0
6,2020-09-30,2020-10-07,1648.0
7,2020-09-30,2020-10-08,1648.0
8,2020-09-30,2020-10-09,1648.0
9,2020-09-30,2020-10-10,1648.0
10,2020-09-30,2020-10-11,1648.0
11,2020-09-30,2020-10-12,1648.0
12,2020-09-30,2020-10-13,1648.0
13,2020-09-30,2020-10-14,1648.0
0,2020-10-01,2020-10-02,1669.0
1,2020-10-01,2020-10-03,1669.0
2,2020-10-01,2020-10-04,1669.0
3,2020-10-01,2020-10-05,1669.0
4,2020-10-01,2020-10-06,1669.0
5,2020-10-01,2020-10-07,1669.0
6,2020-10-01,2020-10-08,1669.0
7,2020-10-01,2020-10-09,1669.0
8,2020-10-01,2020-10-10,1669.0
9,2020-10-01,2020-10-11,1669.0
10,2020-10-01,2020-10-12,1669.0
11,2020-10-01,2020-10-13,1669.0
12,2020-10-01,2020-10-14,1669.0
13,2020-10-01,2020-10-15,1669.0
0,2020-10-02,2020-10-03,1303.0
1,2020-10-02,2020-10-04,1303.0
2,2020-10-02,2020-10-05,1303.0
3,2020-10-02,2020-10-06,1303.0
4,2020-10-02,2020-10-07,1303.0
5,2020-10-02,2020-10-08,1303.0
6,2020-10-02,2020-10-09,1303.0
7,2020-10-02,2020-10-10,1303.0
8,2020-10-02,2020-10-11,1303.0
9,2020-10-02,2020-10-12,1303.0
10,2020-10-02,2020-10-13,1303.0
11,2020-10-02,2020-10-14,1303.0
12,2020-10-02,2020-10-15,1303.0
13,2020-10-02,2020-10-16,1303.0
0,2020-10-03,2020-10-04,1639.0
1,2020-10-03,2020-10-05,1639.0
2,2020-10-03,2020-10-06,1639.0
3,2020-10-03,2020-10-07,1639.0
4,2020-10-03,2020-10-08,1639.0
5,2020-10-03,2020-10-09,1639.0
6,2020-10-03,2020-10-10,1639.0
7,2020-10-03,2020-10-11,1639.0
8,2020-10-03,2020-10-12,1639.0
9,2020-10-03,2020-10-13,1639.0
10,2020-10-03,2020-10-14,1639.0
11,2020-10-03,2020-10-15,1639.0
12,2020-10-03,2020-10-16,1639.0
13,2020-10-03,2020-10-17,1639.0
0,2020-10-04,2020-10-05,1572.0
1,2020-10-04,2020-10-06,1572.0
2,2020-10-04,2020-10-07,1572.0
3,2020-10-04,2020-10-08,1572.0
4,2020-10-04,2020-10-09,1572.0
5,2020-10-04,2020-10-10,1572.0
6,2020-10-04,2020-10-11,1572.0
7,2020-10-04,2020-10-12,1572.0
8,2020-10-04,2020-10-13,1572.0
9,2020-10-04,2020-10-14,1572.0
10,2020-10-04,2020-10-15,1572.0
11,2020-10-04,2020-10-16,1572.0
12,2020-10-04,2020-10-17,1572.0
13,2020-10-04,2020-10-18,1572.0
0,2020-10-05,2020-10-06,1791.0
1,2020-10-05,2020-10-07,1791.0
2,2020-10-05,2020-10-08,1791.0
3,2020-10-05,2020-10-09,1791.0
4,2020-10-05,2020-10-10,1791.0
5,2020-10-05,2020-10-11,1791.0
6,2020-10-05,2020-10-12,1791.0
7,2020-10-05,2020-10-13,1791.0
8,2020-10-05,2020-10-14,1791.0
9,2020-10-05,2020-10-15,1791.0
10,2020-10-05,2020-10-16,1791.0
11,2020-10-05,2020-10-17,1791.0
12,2020-10-05,2020-10-18,1791.0
13,2020-10-05,2020-10-19,1791.0
0,2020-10-06,2020-10-07,1192.0
1,2020-10-06,2020-10-08,1192.0
2,2020-10-06,2020-10-09,1192.0
3,2020-10-06,2020-10-10,1192.0
4,2020-10-06,2020-10-11,1192.0
5,2020-10-06,2020-10-12,1192.0
6,2020-10-06,2020-10-13,1192.0
7,2020-10-06,2020-10-14,1192.0
8,2020-10-06,2020-10-15,1192.0
9,2020-10-06,2020-10-16,1192.0
10,2020-10-06,2020-10-17,1192.0
11,2020-10-06,2020-10-18,1192.0
12,2020-10-06,2020-10-19,1192.0
13,2020-10-06,2020-10-20,1192.0
0,2020-10-07,2020-10-08,1347.0
1,2020-10-07,2020-10-09,1347.0
2,2020-10-07,2020-10-10,1347.0
3,2020-10-07,2020-10-11,1347.0
4,2020-10-07,2020-10-12,1347.0
5,2020-10-07,2020-10-13,1347.0
6,2020-10-07,2020-10-14,1347.0
7,2020-10-07,2020-10-15,1347.0
8,2020-10-07,2020-10-16,1347.0
9,2020-10-07,2020-10-17,1347.0
10,2020-10-07,2020-10-18,1347.0
11,2020-10-07,2020-10-19,1347.0
12,2020-10-07,2020-10-20,1347.0
13,2020-10-07,2020-10-21,1347.0
0,2020-10-08,2020-10-09,1237.0
1,2020-10-08,2020-10-10,1237.0
2,2020-10-08,2020-10-11,1237.0
3,2020-10-08,2020-10-12,1237.0
4,2020-10-08,2020-10-13,1237.0
5,2020-10-08,2020-10-14,1237.0
6,2020-10-08,2020-10-15,1237.0
7,2020-10-08,2020-10-16,1237.0
8,2020-10-08,2020-10-17,1237.0
9,2020-10-08,2020-10-18,1237.0
10,2020-10-08,2020-10-19,1237.0
11,2020-10-08,2020-10-20,1237.0
12,2020-10-08,2020-10-21,1237.0
13,2020-10-08,2020-10-22,1237.0
0,2020-10-09,2020-10-10,1359.5734746888404
1,2020-10-09,2020-10-11,1363.3176554550885
2,2020-10-09,2020-10-12,1328.5859055131648
3,2020-10-09,2020-10-13,1347.1129005443847
4,2020-10-09,2020-10-14,1220.094306459812
5,2020-10-09,2020-10-15,1204.9958294266823
6,2020-10-09,2020-10-16,1360.0
7,2020-10-09,2020-10-17,1359.5734746888404
8,2020-10-09,2020-10-18,1363.3176554550885
9,2020-10-09,2020-10-19,1328.5859055131648
10,2020-10-09,2020-10-20,1347.1129005443847
11,2020-10-09,2020-10-21,1220.094306459812
12,2020-10-09,2020-10-22,1204.9958294266823
13,2020-10-09,2020-10-23,1360.0
0,2020-10-10,2020-10-11,1487.0
1,2020-10-10,2020-10-12,1487.0
2,2020-10-10,2020-10-13,1487.0
3,2020-10-10,2020-10-14,1487.0
4,2020-10-10,2020-10-15,1487.0
5,2020-10-10,2020-10-16,1487.0
6,2020-10-10,2020-10-17,1487.0
7,2020-10-10,2020-10-18,1487.0
8,2020-10-10,2020-10-19,1487.0
9,2020-10-10,2020-10-20,1487.0
10,2020-10-10,2020-10-21,1487.0
11,2020-10-10,2020-10-22,1487.0
12,2020-10-10,2020-10-23,1487.0
13,2020-10-10,2020-10-24,1487.0
0,2020-10-11,2020-10-12,1156.0
1,2020-10-11,2020-10-13,1156.0
