,Value
1876,903.0
1877,910.0
1878,975.0
1879,988.0
1880,985.0
1881,981.0
1882,984.0
1883,984.0
1884,906.0
1885,782.0
1886,789.0
1887,848.0
1888,921.0
1889,951.0
1890,951.0
1891,1030.0
1892,1035.0
1893,1069.0
1894,1122.0
1895,1117.0
1896,1112.0
1897,1112.0
1898,1105.0
1899,1095.0
1900,1077.0
1901,1078.0
1902,1078.0
1903,1053.0
1904,1033.0
1905,1072.0
1906,1070.0
1907,1072.0
1908,1112.0
1909,1177.0
1910,1106.0
1911,1066.0
1912,1068.0
1913,1067.0
1914,1070.0
1915,1124.0
1916,1149.0
1917,1142.0
1918,1129.0
1919,1076.0
1920,1045.0
1921,1052.0
1922,1130.0
1923,1140.0
1924,1134.0
1925,1114.0
1926,1091.0
1927,1120.0
1928,1120.0
1929,1110.0
1930,1104.0
1931,1109.0
1932,1109.0
1933,1108.0
1934,1109.0
1935,1110.0
1936,1108.0
1937,1111.0
1938,1187.0
1939,1284.0
1940,1278.0
1941,1345.0
1942,1425.0
1943,1412.0
1944,1412.0
1945,1412.0
1946,1412.0
1947,1414.0
1948,1439.0
1949,1468.0
1950,1487.0
1951,1559.0
1952,1532.0
1953,1475.0
1954,1483.0
1955,1471.0
1956,1423.0
1957,1450.0
1958,1394.0
1959,1418.0
1960,1372.0
1961,1329.0
1962,1329.0
1963,1329.0
1964,1331.0
1965,1301.0
1966,1225.0
1967,1231.0
1968,1234.0
1969,1234.0
1970,1234.0
1971,1232.0
1972,1221.0
1973,1168.0
1974,1095.0
1975,1116.0
1976,1117.0
1977,1174.0
1978,1181.0
1979,1177.0
1980,1170.0
1981,1172.0
1982,1166.0
1983,1161.0
1984,1138.0
1985,1138.0
1986,1137.0
1987,1140.0
1988,1138.0
1989,1095.0
1990,1120.0
1991,1118.0
1992,1120.0
1993,1121.0
1994,1119.0
1995,1121.0
1996,1121.0
1997,1119.0
1998,1118.0
1999,1119.0
2000,1118.0
2001,1118.0
2002,1120.0
2003,1116.0
2004,1105.0
2005,1101.0
2006,1050.0
2007,1098.0
2008,1096.0
2009,1098.0
2010,1100.0
2011,1099.0
2012,1100.0
2013,1097.0
2014,1091.0
2015,1089.0
2016,1087.0
2017,1088.0
2018,1090.0
2019,1089.0
2020,1087.0
2021,1088.0
2022,1087.0
2023,1087.0
2024,1087.0
2025,1089.0
2026,1087.0
2027,1085.0
2028,1085.0
2029,1084.0
2030,1083.0
2031,1085.0
2032,1087.0
2033,1086.0
2034,1088.0
2035,1090.0
2036,1067.0
2037,1057.0
2038,1076.0
2039,1075.0
2040,1074.0
2041,1076.0
2042,1077.0
2043,1075.0
2044,1075.0
2045,1076.0
2046,1073.0
2047,1066.0
2048,1064.0
2049,1061.0
2050,1061.0
2051,1062.0
2052,1061.0
2053,995.0
2054,1047.0
2055,1046.0
2056,1043.0
2057,1044.0
2058,1045.0
2059,1004.0
2060,951.0
2061,943.0
2062,937.0
2063,886.0
2064,864.0
2065,616.0
2066,405.0
2067,388.0
2068,394.0
2069,397.0
2070,409.0
2071,552.0
2072,702.0
2073,817.0
2074,863.0
2075,911.0
2076,909.0
2077,844.0
2078,890.0
2079,884.0
2080,889.0
2081,908.0
2082,930.0
2083,1312.0
2084,1994.0
2085,1820.0
2086,1559.0
2087,1406.0
2088,1234.0
2089,1155.0
2090,1041.0
2091,923.0
2092,890.0
2093,893.0
2094,855.0
2095,427.0
2096,324.0
2097,336.0
2098,449.0
2099,569.0
2100,666.0
2101,738.0
2102,778.0
2103,803.0
2104,861.0
2105,862.0
2106,906.0
2107,942.0
2108,930.0
2109,973.0
2110,1812.0
2111,2063.0
2112,1743.0
2113,1519.0
2114,1372.0
2115,1227.0
2116,1160.0
2117,1130.0
2118,1134.0
2119,1140.0
2120,1140.0
2121,1142.0
2122,1145.0
2123,1149.0
2124,1186.0
2125,1217.0
2126,1171.0
2127,1121.0
2128,1125.0
2129,1130.0
2130,1198.0
2131,1194.0
2132,1194.0
2133,1192.0
2134,1190.0
2135,1191.0
2136,1177.0
2137,1174.0
2138,1132.0
2139,1146.0
2140,1168.0
2141,1168.0
2142,1168.0
2143,1166.0
2144,1163.0
2145,1164.0
2146,1169.0
2147,1154.0
2148,1079.0
2149,1116.0
2150,1159.0
2151,1165.0
2152,1219.0
2153,1108.0
2154,954.0
2155,973.0
2156,1235.0
2157,1462.0
2158,1423.0
2159,1250.0
2160,1049.0
2161,1003.0
2162,1011.0
2163,1028.0
2164,1138.0
2165,1186.0
2166,1104.0
2167,512.0
2168,579.0
2169,1025.0
2170,1196.0
2171,776.0
2172,1026.0
2173,1348.0
2174,1572.0
2175,1360.0
2176,1177.0
2177,1051.0
2178,811.0
2179,381.0
2180,393.0
2181,399.0
2182,404.0
2183,409.0
2184,418.0
2185,605.0
2186,770.0
2187,834.0
2188,850.0
2189,840.0
2190,843.0
2191,913.0
2192,960.0
2193,991.0
2194,1419.0
2195,1663.0
2196,1508.0
2197,1311.0
2198,1240.0
2199,1170.0
2200,1141.0
2201,1052.0
2202,1042.0
2203,981.0
2204,933.0
2205,936.0
2206,939.0
2207,942.0
2208,948.0
2209,1023.0
2210,1078.0
2211,1114.0
2212,1147.0
2213,1175.0
2214,1172.0
2215,1170.0
2216,1166.0
2217,1146.0
2218,1079.0
2219,1081.0
2220,1080.0
2221,1084.0
2222,1070.0
2223,1059.0
2224,977.0
2225,958.0
2226,950.0
2227,901.0
2228,537.0
2229,356.0
2230,367.0
2231,374.0
2232,378.0
2233,438.0
2234,613.0
2235,719.0
2236,785.0
2237,880.0
2238,934.0
2239,1045.0
2240,1588.0
2241,1778.0
2242,1650.0
2243,1500.0
2244,1434.0
2245,1360.0
2246,1351.0
2247,1323.0
2248,1274.0
2249,1268.0
2250,1266.0
2251,1228.0
2252,1235.0
2253,1276.0
2254,1272.0
2255,1259.0
2256,1179.0
2257,1169.0
2258,1134.0
2259,1052.0
2260,1039.0
2261,933.0
2262,778.0
2263,327.0
2264,330.0
2265,338.0
2266,342.0
2267,440.0
2268,618.0
2269,690.0
2270,682.0
2271,682.0
2272,681.0
2273,776.0
2274,914.0
2275,1070.0
2276,1609.0
2277,1705.0
2278,1478.0
2279,1304.0
2280,1266.0
2281,1225.0
2282,1201.0
2283,1145.0
2284,1113.0
2285,1061.0
2286,1000.0
2287,984.0
2288,915.0
2289,914.0
2290,919.0
2291,919.0
2292,919.0
2293,917.0
2294,919.0
2295,920.0
2296,920.0
2297,947.0
2298,1005.0
2299,1044.0
2300,1078.0
2301,1075.0
2302,1072.0
2303,1071.0
2304,1071.0
2305,1071.0
2306,1072.0
2307,1074.0
2308,1072.0
2309,1070.0
2310,1073.0
2311,1073.0
2312,1072.0
2313,1076.0
2314,1110.0
2315,1150.0
2316,1147.0
2317,1147.0
2318,1134.0
2319,1089.0
2320,1057.0
2321,1054.0
2322,1045.0
2323,980.0
2324,971.0
2325,900.0
2326,750.0
2327,375.0
2328,383.0
2329,391.0
2330,431.0
2331,678.0
2332,845.0
2333,870.0
2334,863.0
2335,862.0
2336,926.0
2337,1021.0
2338,1620.0
2339,1857.0
2340,1652.0
2341,1412.0
2342,1349.0
2343,1261.0
2344,1211.0
2345,1173.0
2346,1182.0
2347,1183.0
2348,1183.0
2349,1182.0
2350,1176.0
2351,1168.0
2352,1156.0
2353,1156.0
2354,1072.0
2355,1064.0
2356,1078.0
2357,1140.0
2358,1135.0
2359,1136.0
2360,1136.0
2361,1136.0
2362,1137.0
2363,1134.0
2364,1127.0
2365,1094.0
2366,1040.0
2367,1044.0
2368,1044.0
2369,1049.0
2370,1091.0
2371,1120.0
2372,1117.0
2373,1116.0
2374,1103.0
2375,1059.0
2376,1027.0
2377,1049.0
2378,1104.0
2379,1100.0
2380,1099.0
2381,1097.0
2382,1097.0
2383,1090.0
2384,1084.0
2385,1084.0
2386,1067.0
2387,998.0
2388,1002.0
2389,1005.0
2390,997.0
2391,723.0
2392,322.0
2393,333.0
2394,339.0
2395,343.0
2396,379.0
2397,487.0
2398,512.0
2399,516.0
2400,579.0
2401,598.0
2402,598.0
2403,638.0
2404,679.0
2405,657.0
2406,601.0
2407,594.0
2408,592.0
2409,634.0
2410,702.0
2411,765.0
2412,796.0
2413,809.0
2414,814.0
2415,843.0
2416,837.0
2417,839.0
2418,913.0
2419,934.0
2420,959.0
2421,1195.0
2422,1689.0
2423,1652.0
2424,1425.0
2425,1296.0
2426,1224.0
2427,1155.0
2428,1088.0
2429,1036.0
2430,992.0
2431,984.0
2432,989.0
2433,981.0
2434,990.0
2435,960.0
2436,915.0
2437,918.0
2438,918.0
2439,919.0
2440,916.0
2441,913.0
2442,930.0
2443,927.0
2444,554.0
2445,312.0
2446,323.0
2447,399.0
2448,581.0
2449,719.0
2450,776.0
2451,773.0
2452,786.0
2453,816.0
2454,855.0
2455,841.0
2456,847.0
2457,909.0
2458,933.0
2459,934.0
2460,932.0
2461,916.0
2462,1082.0
2463,1658.0
2464,1711.0
2465,1467.0
2466,1317.0
2467,1273.0
2468,1152.0
2469,1063.0
2470,1006.0
2471,968.0
2472,953.0
2473,916.0
2474,922.0
2475,988.0
2476,987.0
2477,961.0
2478,953.0
2479,959.0
2480,1004.0
2481,1049.0
2482,1019.0
2483,1017.0
2484,1016.0
2485,1017.0
2486,1016.0
2487,1009.0
2488,991.0
2489,504.0
2490,397.0
2491,381.0
2492,390.0
2493,393.0
2494,398.0
2495,476.0
2496,508.0
2497,568.0
2498,566.0
2499,566.0
2500,596.0
2501,653.0
2502,648.0
2503,646.0
2504,566.0
2505,627.0
2506,656.0
2507,727.0
2508,796.0
2509,835.0
2510,830.0
2511,827.0
2512,829.0
2513,859.0
2514,918.0
2515,1396.0
2516,1752.0
2517,1636.0
2518,1517.0
2519,1439.0
2520,1331.0
2521,1287.0
2522,1236.0
2523,1188.0
2524,1169.0
2525,1155.0
2526,1115.0
2527,1112.0
2528,1114.0
2529,1113.0
2530,1099.0
2531,1134.0
2532,1140.0
2533,1136.0
2534,1135.0
2535,1129.0
2536,1065.0
2537,1023.0
2538,988.0
2539,963.0
2540,422.0
2541,390.0
2542,400.0
2543,438.0
2544,587.0
2545,680.0
2546,682.0
2547,680.0
2548,672.0
2549,668.0
2550,666.0
2551,667.0
2552,661.0
2553,611.0
2554,571.0
2555,637.0
2556,670.0
2557,747.0
2558,833.0
2559,833.0
2560,828.0
2561,804.0
2562,809.0
2563,880.0
2564,962.0
2565,1613.0
2566,1766.0
2567,1616.0
2568,1519.0
2569,1456.0
2570,1379.0
2571,1383.0
2572,1384.0
2573,1349.0
2574,1329.0
2575,1306.0
2576,1244.0
2577,1203.0
2578,1175.0
2579,1175.0
2580,1168.0
2581,1158.0
2582,1106.0
2583,1042.0
2584,846.0
2585,409.0
2586,421.0
2587,431.0
2588,440.0
2589,531.0
2590,656.0
2591,698.0
2592,694.0
2593,726.0
2594,771.0
2595,761.0
2596,758.0
2597,750.0
2598,680.0
2599,681.0
2600,681.0
2601,682.0
2602,683.0
2603,681.0
2604,667.0
2605,670.0
2606,673.0
2607,736.0
2608,764.0
2609,768.0
2610,770.0
2611,772.0
2612,821.0
2613,830.0
2614,868.0
2615,918.0
2616,1001.0
2617,1710.0
2618,1795.0
2619,1689.0
2620,1578.0
2621,1537.0
2622,1463.0
2623,1407.0
2624,1385.0
2625,1345.0
2626,1303.0
2627,1303.0
2628,1287.0
2629,1247.0
2630,1228.0
2631,1231.0
2632,1233.0
2633,1230.0
2634,1235.0
2635,1237.0
2636,1236.0
2637,1233.0
2638,1220.0
2639,1147.0
2640,1075.0
2641,737.0
2642,391.0
2643,401.0
2644,407.0
2645,414.0
2646,418.0
2647,420.0
2648,424.0
2649,459.0
2650,578.0
2651,666.0
2652,715.0
2653,803.0
2654,823.0
2655,792.0
2656,816.0
2657,811.0
2658,877.0
2659,883.0
2660,925.0
2661,902.0
2662,924.0
2663,909.0
2664,906.0
2665,941.0
2666,948.0
2667,954.0
2668,960.0
2669,990.0
2670,1587.0
2671,1706.0
2672,1675.0
2673,1598.0
2674,1546.0
2675,1481.0
2676,1449.0
2677,1383.0
2678,1353.0
2679,1279.0
2680,1259.0
2681,1198.0
2682,1178.0
2683,1145.0
2684,1107.0
2685,1102.0
2686,1079.0
2687,1035.0
2688,1039.0
2689,1043.0
2690,1040.0
2691,1047.0
2692,1097.0
2693,1107.0
2694,1105.0
2695,1104.0
2696,1105.0
2697,1102.0
2698,1089.0
2699,1046.0
2700,1018.0
2701,1020.0
2702,1023.0
2703,1029.0
2704,1083.0
2705,1089.0
2706,1087.0
2707,1084.0
2708,1086.0
2709,1087.0
2710,1085.0
2711,1077.0
2712,1069.0
2713,1063.0
2714,995.0
2715,1002.0
2716,1030.0
2717,1082.0
2718,1146.0
2719,1159.0
2720,1202.0
2721,1225.0
2722,1273.0
2723,1315.0
2724,1364.0
2725,1055.0
2726,1250.0
2727,535.0
2728,114.0
2729,0.0
2730,0.0
2731,1564.0
2732,2426.0
2733,2234.0
2734,1912.0
2735,1631.0
2736,1498.0
2737,1378.0
2738,1276.0
2739,1195.0
2740,1202.0
2741,1190.0
2742,1168.0
2743,1080.0
2744,1077.0
2745,1066.0
2746,982.0
2747,951.0
2748,938.0
2749,441.0
2750,391.0
2751,395.0
2752,426.0
2753,590.0
2754,663.0
2755,571.0
2756,574.0
2757,587.0
2758,695.0
2759,745.0
2760,742.0
2761,755.0
2762,794.0
2763,832.0
2764,833.0
2765,920.0
2766,933.0
2767,930.0
2768,937.0
2769,1212.0
2770,1694.0
2771,1746.0
2772,1609.0
2773,1406.0
2774,1300.0
2775,1230.0
2776,1181.0
2777,1142.0
2778,1147.0
2779,1086.0
2780,1122.0
2781,1169.0
2782,1201.0
2783,1240.0
2784,1235.0
2785,1229.0
2786,1195.0
2787,1133.0
2788,1126.0
2789,1055.0
2790,1001.0
2791,961.0
2792,964.0
2793,963.0
2794,963.0
2795,837.0
2796,360.0
2797,342.0
2798,389.0
2799,551.0
2800,667.0
2801,724.0
2802,757.0
2803,809.0
2804,805.0
2805,806.0
2806,814.0
2807,897.0
2808,940.0
2809,1452.0
2810,1891.0
2811,1886.0
2812,1796.0
2813,1704.0
2814,1628.0
2815,1523.0
2816,1460.0
2817,1381.0
2818,1301.0
2819,1311.0
2820,1314.0
2821,1314.0
2822,1313.0
2823,1314.0
2824,1308.0
2825,1290.0
2826,1226.0
2827,1230.0
2828,1232.0
2829,1236.0
2830,1253.0
2831,1254.0
2832,1253.0
2833,1253.0
2834,1252.0
2835,1250.0
2836,1251.0
2837,1251.0
2838,1230.0
2839,1216.0
2840,1154.0
2841,1151.0
2842,1153.0
2843,1167.0
2844,1232.0
2845,1230.0
2846,1226.0
2847,1223.0
2848,1221.0
2849,1182.0
2850,1120.0
2851,1077.0
2852,1030.0
2853,950.0
2854,625.0
2855,400.0
2856,411.0
2857,416.0
2858,423.0
2859,444.0
2860,518.0
2861,515.0
2862,542.0
2863,612.0
2864,615.0
2865,704.0
2866,705.0
2867,786.0
2868,802.0
2869,879.0
2870,858.0
2871,825.0
2872,851.0
2873,877.0
2874,931.0
2875,970.0
2876,1464.0
2877,1800.0
2878,1666.0
2879,1418.0
2880,1311.0
2881,1227.0
2882,1185.0
2883,1143.0
2884,1078.0
2885,1082.0
2886,1084.0
2887,1083.0
2888,1087.0
2889,1086.0
2890,1091.0
2891,1146.0
2892,1162.0
2893,1159.0
2894,1158.0
2895,1157.0
2896,1147.0
2897,1145.0
2898,1149.0
2899,1148.0
2900,1153.0
2901,1167.0
2902,1187.0
2903,1240.0
2904,1238.0
2905,1238.0
2906,1237.0
2907,1238.0
2908,1238.0
2909,1236.0
2910,1238.0
2911,1238.0
2912,1235.0
2913,1246.0
2914,1265.0
2915,1263.0
2916,1261.0
2917,1266.0
2918,1265.0
2919,1300.0
2920,1313.0
2921,1249.0
2922,1213.0
2923,1199.0
2924,1190.0
2925,1190.0
2926,1182.0
2927,1098.0
2928,1099.0
2929,1099.0
2930,1106.0
2931,1108.0
2932,1135.0
2933,1177.0
2934,1177.0
2935,1175.0
2936,1173.0
2937,1171.0
2938,1170.0
2939,1170.0
2940,1172.0
2941,1168.0
2942,1163.0
2943,1162.0
2944,1163.0
2945,1162.0
2946,1081.0
2947,1080.0
2948,1081.0
2949,1075.0
2950,1013.0
2951,938.0
2952,932.0
2953,823.0
2954,403.0
2955,410.0
2956,421.0
2957,439.0
2958,585.0
2959,710.0
2960,786.0
2961,799.0
2962,876.0
2963,881.0
2964,877.0
2965,916.0
2966,1479.0
2967,1848.0
2968,1732.0
2969,1522.0
2970,1359.0
2971,1285.0
2972,1219.0
2973,1149.0
2974,1137.0
2975,1078.0
2976,1037.0
2977,1042.0
2978,1065.0
2979,1123.0
2980,1120.0
2981,1116.0
2982,1129.0
2983,1167.0
2984,1198.0
2985,1192.0
2986,1191.0
2987,1178.0
2988,1104.0
2989,1102.0
2990,1109.0
2991,1157.0
2992,1177.0
2993,1173.0
2994,1173.0
2995,1165.0
2996,1133.0
2997,1080.0
2998,1084.0
2999,1127.0
3000,1162.0
3001,1167.0
3002,1173.0
3003,1174.0
3004,1174.0
3005,1172.0
3006,1175.0
3007,1180.0
3008,1183.0
3009,1229.0
3010,1237.0
3011,1232.0
3012,1204.0
3013,1139.0
3014,1144.0
3015,1144.0
3016,1147.0
3017,1153.0
3018,1164.0
3019,1158.0
3020,1161.0
3021,1159.0
3022,1159.0
3023,1173.0
3024,1209.0
3025,1235.0
3026,1233.0
3027,1248.0
3028,1314.0
3029,1347.0
3030,1413.0
3031,1413.0
3032,1402.0
3033,1332.0
3034,1295.0
3035,1290.0
3036,1289.0
3037,1279.0
3038,836.0
3039,578.0
3040,696.0
3041,793.0
3042,1041.0
3043,1338.0
3044,1535.0
3045,2130.0
3046,1938.0
3047,1687.0
3048,1463.0
3049,1314.0
3050,1239.0
3051,1149.0
3052,1133.0
3053,1139.0
3054,1170.0
3055,1228.0
3056,1250.0
3057,1268.0
3058,1267.0
3059,1267.0
3060,1263.0
3061,1262.0
3062,1262.0
3063,1257.0
3064,1246.0
3065,1248.0
3066,1236.0
3067,1217.0
3068,1199.0
3069,1194.0
3070,1126.0
3071,1152.0
3072,1191.0
3073,1258.0
3074,1268.0
3075,1257.0
3076,1195.0
3077,1160.0
3078,1162.0
3079,1175.0
3080,1245.0
3081,1242.0
3082,1239.0
3083,1239.0
3084,1231.0
3085,1225.0
3086,1134.0
3087,1143.0
3088,1203.0
3089,1216.0
3090,1213.0
3091,1202.0
3092,1118.0
3093,1054.0
3094,1142.0
3095,1256.0
3096,1291.0
3097,1288.0
3098,1281.0
3099,1275.0
3100,1236.0
3101,1182.0
3102,1186.0
3103,1231.0
3104,1265.0
3105,1260.0
3106,1248.0
3107,1166.0
3108,1147.0
3109,1160.0
3110,1241.0
3111,1239.0
3112,1235.0
3113,1233.0
3114,1234.0
3115,1233.0
3116,1245.0
3117,1326.0
3118,1398.0
3119,1392.0
3120,1391.0
3121,1411.0
3122,1508.0
3123,1553.0
3124,1539.0
3125,1444.0
3126,1432.0
3127,1431.0
3128,1371.0
3129,1351.0
3130,1081.0
3131,777.0
3132,996.0
3133,1273.0
3134,1298.0
3135,1634.0
3136,2152.0
3137,2079.0
3138,1851.0
3139,1635.0
3140,1542.0
3141,1435.0
3142,1432.0
3143,1397.0
3144,1343.0
3145,1388.0
3146,1440.0
3147,1545.0
3148,1687.0
3149,1781.0
3150,1910.0
3151,1850.0
3152,1822.0
3153,1818.0
3154,1818.0
3155,1816.0
3156,1811.0
3157,1718.0
3158,1779.0
3159,1717.0
3160,1743.0
3161,1752.0
3162,1730.0
3163,1691.0
3164,1710.0
3165,1718.0
3166,1702.0
3167,1721.0
3168,1839.0
3169,1854.0
3170,1851.0
3171,1857.0
3172,1926.0
3173,1936.0
3174,1930.0
3175,1929.0
3176,1929.0
3177,1927.0
3178,1926.0
3179,1929.0
3180,1930.0
3181,1930.0
3182,1973.0
3183,2012.0
3184,2011.0
3185,2046.0
3186,2177.0
3187,2137.0
3188,2332.0
3189,2413.0
3190,2572.0
3191,2557.0
3192,2586.0
3193,2583.0
3194,2585.0
3195,2586.0
3196,2657.0
3197,2675.0
3198,2683.0
3199,2660.0
3200,2524.0
3201,2721.0
3202,2310.0
3203,2242.0
3204,2506.0
3205,2546.0
3206,2393.0
3207,2479.0
3208,2459.0
3209,2358.0
3210,2358.0
3211,2371.0
3212,2370.0
3213,2394.0
3214,2408.0
3215,2328.0
3216,2125.0
3217,2172.0
3218,1649.0
3219,1025.0
3220,953.0
3221,1597.0
3222,2462.0
3223,2574.0
3224,2477.0
3225,2301.0
3226,2477.0
3227,2537.0
3228,2529.0
3229,2464.0
3230,2407.0
3231,2374.0
3232,2304.0
3233,2250.0
3234,2231.0
3235,2170.0
3236,2090.0
3237,2006.0
3238,2022.0
3239,1916.0
3240,1893.0
3241,1809.0
3242,1769.0
3243,1716.0
3244,1700.0
3245,1662.0
3246,1635.0
3247,1650.0
3248,1702.0
3249,1734.0
3250,1691.0
3251,1641.0
3252,1550.0
3253,1510.0
3254,1447.0
3255,1406.0
3256,1408.0
3257,1392.0
3258,1368.0
3259,1371.0
3260,1369.0
3261,1362.0
3262,1384.0
3263,1397.0
3264,1370.0
3265,1347.0
3266,1309.0
3267,1285.0
3268,1250.0
3269,1220.0
3270,1190.0
3271,1162.0
3272,1138.0
3273,1102.0
3274,1066.0
3275,1044.0
3276,1020.0
3277,1010.0
3278,980.0
3279,965.0
3280,954.0
3281,941.0
3282,922.0
3283,911.0
3284,869.0
3285,883.0
3286,882.0
3287,877.0
3288,846.0
3289,845.0
3290,843.0
3291,840.0
3292,849.0
3293,853.0
3294,843.0
3295,813.0
3296,493.0
3297,231.0
3298,0.0
3299,0.0
3300,0.0
3301,0.0
3302,0.0
3303,83.0
3304,533.0
3305,807.0
3306,1125.0
3307,1189.0
3308,1406.0
3309,1308.0
3310,1185.0
3311,1162.0
3312,1155.0
3313,1143.0
3314,1138.0
3315,1166.0
3316,1193.0
3317,1199.0
3318,1194.0
3319,842.0
3320,748.0
3321,642.0
3322,572.0
3323,535.0
3324,519.0
3325,517.0
3326,558.0
3327,594.0
3328,642.0
3329,650.0
3330,690.0
3331,719.0
3332,762.0
3333,736.0
3334,330.0
3335,0.0
3336,0.0
3337,0.0
3338,0.0
3339,0.0
3340,0.0
3341,0.0
3342,0.0
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.0
3349,0.0
3350,0.0
3351,0.0
3352,0.0
3353,0.0
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,0.0
3361,0.0
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,0.0
3369,0.0
3370,0.0
3371,0.0
3372,0.0
3373,0.0
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.0
3381,0.0
3382,0.0
3383,0.0
3384,0.0
3385,0.0
3386,0.0
3387,0.0
3388,0.0
3389,0.0
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,0.0
3395,0.0
3396,0.0
3397,0.0
3398,0.0
3399,0.0
3400,0.0
3401,0.0
3402,0.0
3403,0.0
3404,0.0
3405,0.0
3406,0.0
3407,0.0
3408,0.0
3409,0.0
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,0.0
3415,0.0
3416,0.0
3417,0.0
3418,0.0
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.0
3425,0.0
3426,0.0
3427,0.0
3428,0.0
3429,0.0
3430,193.0
3431,423.0
3432,483.0
3433,542.0
3434,808.0
3435,660.0
3436,643.0
3437,578.0
3438,770.0
3439,1268.0
3440,1323.0
3441,1303.0
3442,1280.0
3443,1398.0
3444,1490.0
3445,1494.0
3446,1488.0
3447,1460.0
3448,1444.0
3449,1394.0
3450,1387.0
3451,1344.0
3452,1284.0
3453,1241.0
3454,1231.0
3455,1218.0
3456,1221.0
3457,1214.0
3458,1200.0
3459,1194.0
3460,1185.0
3461,1200.0
3462,1201.0
3463,1198.0
3464,1189.0
3465,1199.0
3466,1194.0
3467,1186.0
3468,1184.0
3469,1181.0
3470,1167.0
3471,1151.0
3472,1150.0
3473,1131.0
3474,1110.0
3475,1078.0
3476,1067.0
3477,1066.0
3478,1062.0
3479,1087.0
3480,1128.0
3481,1107.0
3482,1104.0
3483,1119.0
3484,1117.0
3485,1101.0
3486,1085.0
3487,1069.0
3488,828.0
3489,282.0
3490,0.0
3491,0.0
3492,0.0
3493,131.0
3494,930.0
3495,1169.0
3496,1004.0
3497,1358.0
3498,1687.0
3499,1609.0
3500,1586.0
3501,1646.0
3502,1689.0
3503,1719.0
3504,1702.0
3505,1700.0
3506,1720.0
3507,1746.0
3508,1789.0
3509,1799.0
3510,1727.0
3511,1673.0
3512,1721.0
3513,1671.0
3514,1621.0
3515,774.0
3516,713.0
3517,267.0
3518,178.0
3519,972.0
3520,1817.0
3521,2035.0
3522,1936.0
3523,1830.0
3524,1886.0
3525,1875.0
3526,1830.0
3527,1776.0
3528,1749.0
3529,1747.0
3530,1738.0
3531,1734.0
3532,1734.0
3533,1700.0
3534,1692.0
3535,1672.0
3536,1644.0
3537,1670.0
3538,1674.0
3539,1686.0
3540,1671.0
3541,1604.0
3542,1557.0
3543,1588.0
3544,1578.0
3545,1560.0
3546,1562.0
3547,1612.0
3548,1619.0
3549,1593.0
3550,1545.0
3551,1539.0
3552,1499.0
3553,1511.0
3554,1509.0
3555,1530.0
3556,1564.0
3557,1494.0
3558,1503.0
3559,1506.0
3560,1505.0
3561,1474.0
3562,1509.0
3563,1508.0
3564,1503.0
3565,1527.0
3566,1504.0
3567,1511.0
3568,1527.0
3569,1499.0
3570,1443.0
3571,1483.0
3572,1484.0
3573,1428.0
3574,1443.0
3575,1463.0
3576,1427.0
3577,1424.0
3578,1413.0
3579,1414.0
3580,1426.0
3581,1436.0
3582,1439.0
3583,1428.0
3584,1423.0
3585,1413.0
3586,1466.0
3587,595.0
3588,349.0
3589,1125.0
3590,1717.0
3591,1961.0
3592,1978.0
3593,2006.0
3594,1854.0
3595,1866.0
3596,1895.0
3597,1960.0
3598,2001.0
3599,1994.0
3600,1970.0
3601,1933.0
3602,1937.0
3603,1896.0
3604,1815.0
3605,1783.0
3606,1819.0
3607,1799.0
3608,1820.0
3609,1778.0
3610,1795.0
3611,1839.0
3612,1821.0
3613,1775.0
3614,1508.0
3615,974.0
3616,650.0
3617,1554.0
3618,2065.0
3619,2131.0
3620,2024.0
3621,1967.0
3622,1951.0
3623,1994.0
3624,2007.0
3625,1991.0
3626,1999.0
3627,1983.0
3628,1985.0
3629,1946.0
3630,1913.0
3631,1894.0
3632,1891.0
3633,1904.0
3634,1901.0
3635,1892.0
3636,1850.0
3637,1849.0
3638,1837.0
3639,1808.0
3640,1848.0
3641,1851.0
3642,1849.0
3643,1839.0
3644,1789.0
3645,1749.0
3646,1703.0
3647,1692.0
3648,1734.0
3649,1716.0
3650,1685.0
3651,1770.0
3652,1794.0
3653,1765.0
3654,1747.0
3655,1747.0
3656,1703.0
3657,1732.0
3658,1728.0
3659,1763.0
3660,1770.0
3661,1806.0
3662,1784.0
3663,1761.0
3664,1714.0
3665,1703.0
3666,1722.0
3667,1748.0
3668,1725.0
3669,1687.0
3670,1641.0
3671,1697.0
3672,1697.0
3673,1686.0
3674,1687.0
3675,1688.0
3676,1692.0
3677,1686.0
3678,1638.0
3679,1649.0
3680,1197.0
3681,771.0
3682,742.0
3683,1701.0
3684,2000.0
3685,2009.0
3686,2071.0
3687,2066.0
3688,1983.0
3689,1982.0
3690,1952.0
3691,1976.0
3692,2029.0
3693,2045.0
3694,2031.0
3695,2011.0
3696,2007.0
3697,1997.0
